id,date,bedrooms,bathrooms,sqft_living,sqft_above,grade,price
9547205180,20140613T000000,3,2.5,2300,1510,8,696000.0
9435300030,20140528T000000,4,1.0,1660,930,5,550000.0
2768000400,20141230T000000,4,2.0,2360,2360,8,640000.0
7895500070,20150213T000000,4,1.0,1220,890,7,240000.0
2078500320,20140620T000000,4,2.5,2620,2620,8,605000.0
5547700270,20140715T000000,4,2.5,2570,2570,9,625000.0
7766200013,20140811T000000,4,2.25,4220,2600,8,775000.0
7203220400,20140707T000000,5,2.75,3595,3595,9,861990.0
9270200160,20141028T000000,3,1.0,1570,1570,7,685000.0
1432701230,20140729T000000,3,1.0,1280,920,6,309000.0
8035350320,20140718T000000,3,2.5,3160,3160,8,488000.0
8945200830,20150325T000000,3,1.0,990,990,6,210490.0
4178300310,20140716T000000,4,2.5,2290,2290,9,785000.0
9215400105,20150428T000000,3,1.75,1250,1250,7,450000.0
822039084,20150311T000000,3,2.5,2753,2165,9,1350000.0
5245600105,20140916T000000,3,1.0,1190,1190,7,228000.0
7231300125,20150217T000000,5,2.5,3150,1640,8,345000.0
7518505990,20141231T000000,3,1.75,1410,1000,7,600000.0
3626039271,20150205T000000,2,1.75,1980,990,7,585000.0
4217401195,20150303T000000,5,2.25,2730,2130,8,920000.0
9822700295,20140512T000000,4,2.5,2830,2830,9,885000.0
9478500640,20140819T000000,4,2.5,2250,2250,7,292500.0
2799800710,20150407T000000,3,2.5,2420,2420,8,301000.0
7922800400,20140827T000000,5,3.25,3250,3250,8,951000.0
8079040320,20150223T000000,4,3.0,1850,1850,8,430000.0
1516000055,20141210T000000,3,2.25,2150,1590,8,650000.0
9558200045,20140828T000000,3,1.75,1260,1260,7,289000.0
5072410070,20141021T000000,3,1.75,2519,2519,8,505000.0
9528102996,20141207T000000,3,1.75,1540,1540,8,549000.0
1189001180,20140603T000000,3,2.25,1660,1110,7,425000.0
3253500160,20141120T000000,3,2.75,2770,1770,7,317625.0
3394100030,20140909T000000,4,2.5,2720,2720,10,975000.0
3717000160,20141009T000000,4,2.5,2240,2240,7,287000.0
1274500060,20140825T000000,3,1.0,1000,1000,7,204000.0
1802000060,20140612T000000,5,2.25,3200,1600,8,1325000.0
1525059190,20140912T000000,5,3.25,4770,3070,11,1040000.0
1049000060,20150105T000000,3,2.0,1260,1260,7,325000.0
8820901275,20140610T000000,4,2.0,2750,2250,7,571000.0
5416510140,20140710T000000,4,2.5,2380,2380,8,360000.0
3444100400,20150316T000000,3,1.75,1790,1090,7,349000.0
3276920270,20141105T000000,4,4.0,3430,2390,10,832500.0
4036801170,20141013T000000,4,1.75,1760,880,7,380000.0
2391600320,20150420T000000,3,1.0,1040,1040,7,480000.0
6300000287,20140609T000000,3,1.0,1410,910,7,410000.0
1531000030,20150323T000000,4,2.5,3450,3450,10,720000.0
5104520400,20141202T000000,3,2.5,2350,2350,8,390000.0
7437100340,20141222T000000,4,2.5,1900,1900,7,360000.0
9418400240,20141028T000000,2,1.0,2020,1010,7,355000.0
1523059105,20150128T000000,3,1.5,1680,1680,8,356000.0
1133000671,20140602T000000,3,1.0,960,960,6,315000.0
4232902595,20141114T000000,3,1.5,2140,1900,9,940000.0
2599001200,20141103T000000,5,2.25,2660,2660,7,305000.0
3342103156,20140618T000000,3,3.25,2770,1980,9,461000.0
1332700270,20140519T000000,2,2.25,1610,1610,7,215000.0
3869900162,20140904T000000,2,1.75,1030,765,7,335000.0
2791500270,20140522T000000,4,2.5,1980,1980,7,243500.0
5036300431,20150311T000000,5,2.75,3520,3520,10,1099880.0
4168000060,20150226T000000,3,1.0,1200,1200,7,153000.0
6021501535,20140725T000000,3,1.5,1580,1290,8,430000.0
6021501535,20141223T000000,3,1.5,1580,1290,8,700000.0
1483300570,20140908T000000,4,2.5,3300,2390,7,905000.0
3422049190,20150330T000000,3,1.75,1960,1960,7,247500.0
1099611230,20140912T000000,4,1.5,1160,1160,7,199000.0
722079104,20140711T000000,3,1.75,1810,1210,7,314000.0
7338200240,20140516T000000,3,2.5,2320,2320,9,437500.0
1952200240,20140611T000000,3,2.5,2070,1270,9,850830.0
5200100125,20141027T000000,3,2.0,1980,1440,7,555000.0
7214720075,20141212T000000,3,2.25,2190,2190,8,699950.0
2450000295,20141007T000000,3,2.5,2920,2920,8,1088000.0
6197800045,20140924T000000,3,1.0,1210,1210,7,290000.0
1328310370,20150402T000000,3,2.5,2340,1460,8,375000.0
546000875,20140523T000000,3,1.0,1670,1170,7,460000.0
3530510041,20140723T000000,2,1.75,1240,1240,8,188500.0
1853000400,20150305T000000,4,2.5,3140,3140,10,680000.0
3134100116,20140827T000000,5,1.75,2030,2030,7,470000.0
9545230140,20140725T000000,4,2.5,2310,2310,8,597750.0
3362400511,20150304T000000,3,1.75,1260,700,6,570000.0
2525310310,20140916T000000,3,1.75,1540,1160,7,272500.0
6126500060,20141124T000000,3,1.75,2080,1080,7,329950.0
8961960160,20141028T000000,4,2.5,3230,2520,9,480000.0
3626039325,20141121T000000,3,3.5,4380,2780,8,740500.0
3362400431,20140626T000000,3,3.5,1590,1590,8,518500.0
4060000240,20140623T000000,2,1.0,880,880,6,205425.0
3454800060,20150108T000000,4,2.0,1570,1570,6,171800.0
1695900060,20150511T000000,4,1.0,1610,1610,7,535000.0
7278700070,20150102T000000,3,2.5,2400,1560,8,660000.0
6675500070,20141119T000000,3,2.0,1450,1450,7,391500.0
3626039187,20150406T000000,2,1.0,770,770,6,395000.0
3524049083,20141104T000000,4,1.75,2100,1720,7,445000.0
3275860240,20140618T000000,3,2.25,2910,2910,9,770000.0
4389200955,20150302T000000,4,2.75,2750,1980,8,1450000.0
4058801670,20140717T000000,3,2.25,2100,1620,8,445000.0
8732020310,20140717T000000,4,2.25,2160,1360,8,260000.0
2331300505,20140613T000000,5,3.5,2320,1720,7,822500.0
7853210060,20150406T000000,4,2.5,2070,2070,7,430000.0
3668000070,20150105T000000,3,1.75,1060,1060,7,212000.0
9545240070,20150428T000000,4,2.25,2010,1440,8,660500.0
1243100136,20140612T000000,3,3.5,3950,2460,9,784000.0
8929000270,20140512T000000,3,2.5,2010,1390,8,453246.0
2767602356,20150126T000000,4,3.5,2140,2140,9,675000.0
921049315,20140813T000000,3,1.75,1320,1320,7,199000.0
3655000070,20140805T000000,4,1.75,2020,1010,7,220000.0
4027700812,20140529T000000,4,2.25,2590,1340,8,452000.0
3992700335,20140707T000000,2,1.0,1190,1190,6,382500.0
2767603505,20140507T000000,3,2.25,1170,1170,8,519950.0
4232901525,20140627T000000,2,1.0,1110,1110,7,665000.0
1777500060,20140708T000000,5,2.5,2820,1550,8,527700.0
1432900240,20150508T000000,3,1.0,1610,1010,7,205000.0
6140100875,20150415T000000,3,1.0,1060,940,7,420000.0
6071600370,20150227T000000,4,2.25,2030,1380,8,500000.0
1526069017,20141203T000000,4,2.5,3670,3670,9,921500.0
809001525,20140625T000000,4,1.0,2550,2370,8,890000.0
3224079105,20140806T000000,2,2.5,2420,2420,7,430000.0
8075400570,20141030T000000,5,2.0,2260,1130,8,258000.0
1994200024,20141104T000000,3,1.0,1430,980,7,511000.0
3362900810,20140820T000000,3,2.0,1360,1360,8,532170.0
1324300398,20150409T000000,3,1.0,1110,1110,7,560000.0
537000445,20150331T000000,3,1.0,1250,1250,7,282950.0
7855801670,20150401T000000,4,3.25,5180,3540,12,2250000.0
7920100045,20140516T000000,1,1.0,700,700,7,350000.0
8960000030,20140728T000000,3,1.0,1180,1180,7,215000.0
6388930390,20141120T000000,5,3.5,3960,2500,9,650000.0
8731900200,20140807T000000,4,2.75,2640,1620,8,320000.0
8029200135,20141113T000000,3,2.0,1270,1270,7,247000.0
1081200350,20141003T000000,4,1.75,1760,1760,8,320000.0
84000105,20140507T000000,5,2.25,2060,1030,7,255000.0
3756500060,20150309T000000,3,1.75,1780,1780,7,438000.0
7215720160,20150304T000000,3,2.5,3400,3400,10,900000.0
3574800520,20140620T000000,3,2.75,1910,1160,7,441000.0
2617300160,20140812T000000,3,2.0,2020,1010,7,420000.0
2558660270,20141208T000000,3,1.75,1580,1180,7,370000.0
2009000370,20150219T000000,2,1.75,1340,700,5,269950.0
1836980160,20150324T000000,4,2.5,2680,2680,9,807100.0
3261020370,20140605T000000,3,2.5,2680,1610,8,653000.0
1755700060,20140611T000000,3,2.0,1370,1370,7,371500.0
4330600435,20150316T000000,3,1.75,1560,1560,7,284000.0
9542800700,20150102T000000,3,1.75,2160,1670,7,272000.0
1999700045,20140502T000000,3,1.5,1340,1340,7,313000.0
1762600070,20150116T000000,4,2.5,3880,2570,10,917500.0
1687900520,20140929T000000,4,2.25,2590,2590,8,673000.0
7234600798,20150210T000000,3,2.5,1120,820,8,425000.0
3881900445,20140709T000000,5,2.75,1970,1320,7,399950.0
2254502445,20140530T000000,3,1.0,1220,1220,6,385000.0
5437810320,20141117T000000,3,1.5,1950,1320,7,269950.0
9158100075,20150107T000000,2,1.0,1350,1060,7,330000.0
3830630310,20140725T000000,3,2.5,1670,1670,7,260000.0
8123100045,20150414T000000,4,3.0,2380,1680,7,470000.0
3127200041,20140613T000000,4,3.0,2440,2440,7,589000.0
6661200320,20140723T000000,2,1.5,1050,1050,7,163500.0
11510310,20140905T000000,4,2.75,3130,2140,9,835000.0
825059270,20141121T000000,5,3.0,4090,2090,10,1095000.0
8731951370,20150415T000000,4,1.75,1490,1100,8,269000.0
1954440060,20140505T000000,3,2.5,1900,1900,8,560000.0
2264500350,20150418T000000,4,1.0,1330,1330,6,615000.0
1115810060,20141205T000000,3,2.25,2230,1430,8,585188.0
9477200200,20140818T000000,3,1.75,1650,1220,7,305000.0
1432600560,20141105T000000,3,1.0,1190,1190,6,166950.0
2287000060,20140912T000000,3,2.5,2140,2140,8,799000.0
3663500060,20140625T000000,3,2.5,2180,1420,7,400000.0
3996900125,20141201T000000,3,1.0,1060,1060,7,230000.0
7796450200,20140515T000000,3,2.5,1690,1690,8,256883.0
7549802535,20141111T000000,4,2.0,1970,1130,7,423000.0
3278600320,20140723T000000,3,2.5,2150,2150,8,465000.0
2824079053,20150113T000000,3,2.5,1910,1910,7,440000.0
1222069094,20141014T000000,3,1.75,1350,1350,7,385000.0
3542300060,20150311T000000,3,1.0,860,860,6,210000.0
2222059065,20141112T000000,3,2.5,1940,1940,8,297000.0
7551300060,20140716T000000,3,1.0,1010,1010,7,470000.0
100600550,20140804T000000,3,1.5,1300,900,7,226500.0
3211100860,20150303T000000,3,1.0,910,910,6,274250.0
3456000310,20140804T000000,4,1.75,2480,1630,9,840000.0
9526600140,20140919T000000,3,2.5,2440,2440,8,677900.0
7465900060,20150205T000000,3,1.0,1010,1010,7,425000.0
1222000055,20141123T000000,2,0.75,900,900,6,180250.0
6300000550,20140717T000000,6,3.0,2300,1600,7,464000.0
2310030510,20150422T000000,4,2.25,1550,1550,8,320000.0
1025049114,20140717T000000,3,2.25,1270,1060,8,625504.0
8677300550,20140515T000000,4,2.5,2240,2240,9,592500.0
4014400292,20150114T000000,3,2.5,2714,2714,9,465000.0
1102000196,20140527T000000,4,2.75,1720,1720,8,477000.0
257000138,20150115T000000,2,1.0,850,850,6,280000.0
46100204,20150221T000000,5,3.0,3300,1870,9,1505000.0
1909600046,20140703T000000,3,2.5,2250,2250,8,445838.0
1250202145,20140828T000000,2,2.25,3900,1950,8,1072000.0
7611200125,20141023T000000,2,1.5,1320,1320,8,467000.0
5611500140,20140822T000000,4,2.5,2760,2760,10,686000.0
7138000260,20140605T000000,3,2.0,1750,1350,7,279950.0
626059335,20140904T000000,4,2.25,2330,2330,8,527000.0
1922059282,20140918T000000,3,2.25,2220,1780,8,325000.0
705700390,20140903T000000,3,2.25,2020,2020,7,328000.0
7454001200,20140604T000000,3,2.25,1250,1250,7,390000.0
8682281200,20150309T000000,2,2.0,1510,1510,8,479950.0
7972000200,20140529T000000,4,2.25,1720,1120,7,264950.0
722059070,20150115T000000,3,1.0,1430,980,7,235000.0
7202340400,20150303T000000,3,2.5,1480,1480,7,516500.0
8096000060,20150413T000000,2,1.75,1450,1230,7,655000.0
2424000060,20140616T000000,4,2.75,2280,2280,7,500000.0
9264902050,20141121T000000,6,2.75,2940,1780,8,315000.0
943100260,20141120T000000,2,1.0,1000,1000,6,213000.0
3677400445,20140902T000000,3,1.5,2480,1620,7,475000.0
1762600320,20140610T000000,5,4.0,3760,3760,10,1025000.0
4058000060,20150409T000000,3,2.0,2220,1640,7,416000.0
7228500560,20150320T000000,4,1.0,1970,1670,7,410000.0
326069104,20140701T000000,3,3.5,3830,3530,10,800000.0
5152100060,20140529T000000,6,2.5,4410,2350,9,472000.0
3584000310,20141208T000000,3,1.75,1430,1430,7,225000.0
8150100045,20141001T000000,2,1.0,830,830,6,210000.0
1868901275,20150127T000000,2,1.0,1430,1430,7,455000.0
6131600075,20150427T000000,3,1.0,1300,1300,6,225000.0
9468200125,20140826T000000,2,1.0,1030,790,7,480000.0
8029510030,20150212T000000,3,2.5,2740,2740,9,363000.0
2025069065,20140929T000000,4,2.5,3650,1830,9,2400000.0
7899800890,20150226T000000,2,1.5,720,720,6,181000.0
3021059276,20150314T000000,4,2.0,2010,2010,7,250000.0
3797001895,20150422T000000,3,1.75,1560,770,6,481000.0
3832710960,20140923T000000,3,2.0,1810,1240,7,260000.0
1310430400,20140513T000000,4,2.5,3360,3360,9,455000.0
1422300030,20150401T000000,3,2.25,1510,1510,8,415000.0
1105000588,20150421T000000,3,1.0,1400,800,7,349500.0
3830630060,20140929T000000,3,2.5,1730,1730,7,245000.0
5101404898,20140519T000000,2,2.0,1420,1420,7,592500.0
7972601890,20141020T000000,4,1.75,2360,1180,7,385000.0
5127001620,20150211T000000,3,1.75,1580,1200,7,315000.0
9407100800,20141124T000000,3,1.0,1230,1230,7,255000.0
1873100060,20140829T000000,4,2.5,2460,2460,8,693000.0
8722101360,20141202T000000,3,1.0,1660,1460,8,780000.0
8644000060,20141024T000000,3,1.75,1270,1270,7,237000.0
3325069129,20141216T000000,3,2.25,2100,1320,10,525000.0
1400300055,20150428T000000,2,1.0,770,770,5,425000.0
2123039032,20141027T000000,1,0.75,760,760,5,369900.0
8078560140,20140519T000000,4,2.5,1700,1700,7,290000.0
3438500192,20140929T000000,3,1.0,1120,1120,7,285000.0
7974200510,20140814T000000,2,1.0,1070,1070,7,415000.0
2557000400,20150409T000000,3,2.5,2070,1420,8,272500.0
7960900060,20150504T000000,4,3.25,5050,4750,11,2900000.0
4054500390,20141007T000000,4,4.75,5310,5310,11,1365000.0
6378500125,20150501T000000,2,1.0,1040,1040,7,436000.0
1745100140,20141017T000000,3,1.0,1700,1700,7,210000.0
2976800796,20140925T000000,3,1.0,1300,1300,7,236000.0
4235400186,20141124T000000,3,1.75,1080,580,7,331000.0
4215100060,20150320T000000,3,2.5,2653,2653,8,365000.0
9189700045,20150127T000000,3,2.0,2290,2290,8,450000.0
1126049053,20141113T000000,4,2.75,3820,2850,9,770000.0
2022069200,20150505T000000,4,2.5,2210,2210,8,455000.0
9412900055,20150505T000000,3,1.75,2390,1240,6,405000.0
1722059235,20140703T000000,4,1.75,2600,1610,7,304900.0
6874200960,20150227T000000,2,1.0,860,860,6,170000.0
7424700045,20150513T000000,5,3.0,3830,2630,9,2050000.0
7202360350,20140630T000000,4,2.5,3500,3500,9,780000.0
5634500392,20150410T000000,3,3.0,2420,1740,8,330000.0
1509500060,20140905T000000,4,2.5,2720,2720,9,370000.0
7214810350,20141017T000000,5,2.25,2500,1850,7,467000.0
6647200060,20150209T000000,3,1.75,1670,1140,7,405000.0
9552700140,20140702T000000,5,2.25,2900,1450,8,675000.0
2200500350,20140812T000000,2,1.0,1640,1140,7,500000.0
6113400046,20140723T000000,4,2.5,1890,1890,7,389999.0
6619910140,20150224T000000,4,1.75,2950,1780,8,630000.0
1115450240,20141022T000000,4,2.5,2160,2160,9,360000.0
6073240060,20141002T000000,4,3.0,3280,2270,8,580000.0
9297300045,20140709T000000,3,2.0,1970,1270,8,550000.0
9510920070,20140710T000000,4,2.5,3360,3360,10,879000.0
5468730030,20140822T000000,3,2.0,1320,1320,7,265000.0
8079030390,20150304T000000,3,2.5,2650,2650,8,446500.0
600000152,20140602T000000,3,1.5,2030,1330,7,404000.0
1840000030,20140529T000000,3,1.75,1590,1090,7,267500.0
3260800030,20140811T000000,3,2.5,2440,2440,8,335000.0
2747100024,20140619T000000,3,2.5,1940,970,7,576000.0
5104530560,20150401T000000,3,2.5,2040,2040,8,208633.0
4330600350,20150115T000000,3,2.25,2200,1120,7,315000.0
5016001535,20150217T000000,3,1.75,1920,960,8,725000.0
7280300196,20150403T000000,4,2.75,1800,1400,8,550000.0
8651520400,20140612T000000,4,2.25,2180,2180,8,610750.0
7171200445,20150228T000000,2,1.0,1010,1010,6,550700.0
3204800200,20150108T000000,4,2.75,3320,2220,8,665000.0
3416600800,20150209T000000,4,2.5,2370,1980,8,834000.0
7994700030,20141023T000000,5,1.75,1660,1660,6,201000.0
1860600135,20140502T000000,5,2.5,3650,3370,10,2384000.0
4139480200,20140618T000000,4,3.25,4290,2690,11,1384000.0
4139480200,20141209T000000,4,3.25,4290,2690,11,1400000.0
1328320800,20141105T000000,4,2.25,1950,1350,8,305000.0
7771300125,20150408T000000,3,2.0,2590,1720,8,487000.0
3422059208,20150511T000000,3,2.5,1930,1930,8,390000.0
9521101455,20140723T000000,2,1.0,1470,1170,7,548000.0
4337000335,20141122T000000,4,1.0,800,800,6,268750.0
325059286,20140513T000000,5,2.75,3150,3150,9,819900.0
2597650240,20141023T000000,3,2.25,2030,2030,8,520000.0
3353400435,20140721T000000,3,2.0,1450,1450,7,230000.0
7972000240,20150202T000000,3,1.75,1510,1510,7,240000.0
7520000520,20140905T000000,2,1.0,1240,960,6,232000.0
7520000520,20150311T000000,2,1.0,1240,960,6,240500.0
3530210260,20141027T000000,3,2.5,3030,3030,9,274975.0
1959700550,20140905T000000,4,2.0,2050,2050,9,740000.0
1665400045,20150428T000000,3,1.0,1000,1000,7,186375.0
9542850320,20140725T000000,3,2.25,2370,1590,9,790000.0
3179100060,20140916T000000,4,3.5,2800,1890,9,880000.0
2946001550,20150416T000000,6,1.75,2240,2240,7,279000.0
8078490390,20140729T000000,3,2.0,1810,1810,8,295000.0
9550201550,20150408T000000,2,1.0,1070,1070,7,640000.0
191100045,20140703T000000,4,2.0,2490,2490,9,940000.0
5009600070,20141007T000000,4,2.5,1960,1960,7,260000.0
200350070,20140602T000000,3,2.75,2930,1860,9,559900.0
2877103726,20140722T000000,4,2.0,1510,1510,7,791500.0
405100295,20140826T000000,3,1.75,1420,1420,7,265000.0
4268200055,20150501T000000,3,1.75,1740,1740,7,245000.0
3126069068,20150424T000000,4,1.75,2560,2560,7,485000.0
1115300070,20141106T000000,4,3.5,3040,2420,9,684000.0
6414100671,20140909T000000,3,1.75,2500,1300,8,425000.0
7004200060,20141017T000000,4,1.75,1275,1275,6,309600.0
7852110140,20140718T000000,4,2.5,2580,2580,8,552250.0
3969300030,20140723T000000,4,1.0,1000,1000,6,165000.0
3969300030,20141229T000000,4,1.0,1000,1000,6,239900.0
4048400070,20141205T000000,2,1.0,1070,1070,6,320000.0
808000070,20141021T000000,3,2.0,1390,1390,7,206600.0
7374200030,20150416T000000,4,1.75,2500,1250,7,387000.0
7325600160,20140604T000000,1,0.75,560,560,4,299000.0
2757000030,20140922T000000,4,2.75,2270,2270,9,855000.0
616000140,20150126T000000,3,1.0,1900,1300,7,315000.0
3363900111,20141203T000000,2,1.0,990,790,7,437500.0
9262800171,20150324T000000,4,1.5,1550,1050,7,252000.0
6607000126,20140604T000000,4,1.75,2200,1100,7,375000.0
5416510830,20140806T000000,4,2.5,1910,1910,7,300000.0
2201500030,20141006T000000,4,1.0,1750,1750,7,420000.0
325059171,20140505T000000,3,1.0,1330,1330,7,900000.0
952003285,20140805T000000,3,2.5,2440,1980,9,679900.0
3211290370,20140605T000000,3,2.5,1640,1640,7,463000.0
1072010350,20140828T000000,5,2.5,2760,2760,9,380000.0
8856950070,20141210T000000,4,2.5,1820,1820,7,329500.0
925059078,20140819T000000,3,2.5,2110,1340,8,604950.0
7855801090,20140917T000000,5,2.5,3040,1640,8,795000.0
723099065,20150130T000000,3,2.0,1840,1840,7,465000.0
6116500075,20150326T000000,4,2.5,2990,2990,9,673000.0
1118500030,20141001T000000,4,2.5,3520,3520,10,810000.0
424069250,20150423T000000,4,2.75,2440,1910,8,785000.0
3291800710,20141120T000000,4,3.0,2090,1370,7,338000.0
6838700060,20141204T000000,3,2.25,1430,1430,7,280000.0
2231500030,20141001T000000,4,2.25,2180,1100,7,315000.0
2231500030,20150324T000000,4,2.25,2180,1100,7,530000.0
7683900200,20141223T000000,5,3.0,3450,3450,9,380000.0
8155830060,20140811T000000,3,2.25,1450,1450,7,297000.0
98020310,20140520T000000,4,2.5,3230,3230,10,730000.0
9423400140,20140609T000000,3,1.75,1640,1110,7,450000.0
1545804860,20141027T000000,3,3.0,1590,1060,7,275000.0
2883200160,20150429T000000,4,2.0,2020,2020,7,595000.0
7132300695,20150421T000000,3,1.5,1300,1300,7,435000.0
1726059053,20140916T000000,2,1.5,1380,1380,6,270000.0
624111000,20140805T000000,3,3.0,4040,3030,10,950000.0
808300310,20150313T000000,4,2.25,2130,2130,7,389000.0
8563040160,20150121T000000,4,2.25,2550,1580,8,560000.0
713500030,20140728T000000,5,3.5,4800,3480,11,1350000.0
8651600160,20141111T000000,4,2.25,2510,2510,8,799000.0
9517200030,20140625T000000,3,2.0,1410,1410,7,365500.0
2460700700,20140515T000000,3,2.0,1650,1160,7,252350.0
1223039290,20140905T000000,4,2.5,2120,2120,8,403950.0
2890100060,20140801T000000,4,1.5,2040,1380,7,385000.0
7972600860,20141210T000000,4,1.0,1550,1550,7,345000.0
8857320070,20140917T000000,3,2.75,1980,1980,9,490000.0
4047200695,20140618T000000,3,2.5,1600,1600,8,330000.0
1653500070,20140512T000000,4,2.75,3300,3300,8,927000.0
1923000030,20140728T000000,4,2.5,3840,3840,10,1118000.0
3649100320,20150430T000000,2,1.0,1220,1220,7,330000.0
7375300160,20150309T000000,5,2.25,2720,1500,7,530000.0
5175800060,20140623T000000,4,2.0,1940,1940,8,365000.0
1604601375,20140619T000000,3,2.5,2160,1260,7,378750.0
2473251090,20140619T000000,4,1.75,1530,1530,7,269900.0
9126100861,20150306T000000,3,3.5,1710,1290,8,557000.0
3420069065,20140825T000000,4,1.75,3730,2150,7,360000.0
6021501685,20150422T000000,2,1.0,940,940,7,352000.0
1151100070,20150224T000000,3,2.5,1750,1750,8,437000.0
8856950240,20140618T000000,4,2.5,1820,1820,7,322500.0
9385200055,20140912T000000,3,3.25,1510,1330,9,650000.0
7821200390,20140806T000000,3,2.0,1290,1290,8,450000.0
8078520310,20150417T000000,3,2.0,1570,1570,7,278500.0
1565950030,20150427T000000,4,2.5,1930,1930,8,364950.0
1560930070,20140911T000000,4,3.5,2840,2840,10,840000.0
6700400140,20150318T000000,3,2.5,1550,1550,7,268000.0
2422029094,20140716T000000,2,1.0,833,833,5,517534.0
1774220160,20141104T000000,3,2.5,2990,2990,8,632925.0
1525200060,20140723T000000,3,2.5,2000,2000,9,577500.0
1678400105,20150212T000000,4,1.5,2390,2390,7,339000.0
3426059070,20140909T000000,3,1.75,2910,1530,7,570000.0
824079032,20140626T000000,4,1.75,2085,1610,7,563500.0
2697100140,20150105T000000,4,2.25,2200,1290,7,423000.0
8724300030,20141223T000000,3,2.25,1860,1860,8,355000.0
8678500060,20140710T000000,5,4.25,6070,6070,12,1550000.0
625049299,20141203T000000,2,1.0,950,950,7,482000.0
6073200075,20140730T000000,3,1.75,1600,1600,7,625000.0
6388900710,20141219T000000,3,2.5,2250,2250,8,538000.0
1442860160,20150107T000000,3,2.5,2280,2280,8,380000.0
7942600310,20140717T000000,2,1.0,940,940,7,375000.0
1545808560,20150403T000000,3,2.5,1530,1030,7,245000.0
936000060,20141114T000000,5,1.75,2190,2190,7,310000.0
9808650060,20150225T000000,3,2.0,2350,1770,8,1300000.0
3754700160,20140506T000000,4,2.0,1440,1200,7,397000.0
305500140,20150512T000000,3,2.5,2200,2200,8,365000.0
5468750060,20141028T000000,4,3.0,2290,2290,9,328500.0
2944010240,20140908T000000,4,3.0,4040,4040,11,988000.0
3454000060,20140722T000000,4,2.5,2610,1920,8,1000000.0
646910160,20140903T000000,3,2.5,1490,1490,7,237000.0
8564950390,20140919T000000,4,2.5,2450,2450,8,525000.0
2268400350,20140916T000000,4,2.5,1710,1440,9,749000.0
7504101040,20140821T000000,5,2.5,4870,3470,10,722500.0
11500890,20150312T000000,3,2.5,3130,3130,10,843000.0
9528102772,20140708T000000,2,2.0,1270,1270,8,438000.0
284000223,20140916T000000,3,1.75,2120,1540,8,578000.0
3353401710,20140923T000000,3,1.5,1670,1670,7,227950.0
8159610030,20140722T000000,3,2.25,2070,2070,7,196000.0
3179100435,20140715T000000,2,1.0,1420,1070,8,641000.0
822079033,20150422T000000,3,1.5,1250,1250,6,350000.0
8857600960,20140819T000000,3,1.0,940,940,7,205000.0
1774000200,20141202T000000,3,1.75,1920,1920,7,400000.0
2024069128,20141110T000000,3,2.5,3545,2610,10,1030000.0
1049010390,20150319T000000,3,2.0,1260,1260,7,505000.0
7905370390,20141009T000000,5,2.5,2340,1300,7,475000.0
4140090240,20141105T000000,3,2.25,2590,1440,8,520000.0
4055700030,20150502T000000,3,4.5,3970,3260,10,1450000.0
3775300030,20141231T000000,3,1.75,1220,1220,7,333500.0
2525300030,20150222T000000,3,1.0,1400,1400,6,232000.0
